Product ID,SKU,Product Name,Price,Discount,No. of Sales,No. of Reviews,Seller Location,Product Link
235289088,235289088_BD-1178516247,"Stylish Ladies cotton half sleeve t shirt for women Fashion-Coffe",180.0,64.0,2500,0,Dhaka,//www.daraz.com.bd/products/-i235289088.html
299427784,299427784_BD-1329899817,"Black Cotton Combo T-Shirt & trouser Pant For Man-Black T-shirt and Pant for men",396.0,34.0,458,0,Dhaka,//www.daraz.com.bd/products/black-cotton-combo-t-shirt-trouser-pant-for-man-black-t-shirt-and-pant-for-men-i299427784.html
299565654,299565654_BD-1330557225,"BLACK COLOUR LONG SLEEVE CASUAL T-SHART FOR MEN .",170.0,39.0,1500,0,Dhaka,//www.daraz.com.bd/products/t-shart-i299565654.html
346016090,346016090_BD-1693084289,"Exclusive half Sleeve T Shirt For Men - T Shirt",95.0,62.0,22,0,Dhaka,//www.daraz.com.bd/products/elevate-your-casual-wardrobe-with-the-new-trendy-stylish-men-round-neck-jersey-t-shirt-for-man-stay-fashionable-i346016090.html
217079265,217079265_BD-1165179631,"Menz Full Sleeve Tshirt - T Shirt",125.0,44.0,519,0,Dhaka,//www.daraz.com.bd/products/menz-full-sleeve-tshirt-t-shirt-i217079265.html
300166679,300166679_BD-1333912537,"White-Black Cotton Combo T-Shirts & Pants for Men - Stylish Matching Sets - Easy to Use And Maintain - Comfortable T-Shirts and Pants Ensembles",237.0,41.0,669,0,Dhaka,//www.daraz.com.bd/products/white-black-cotton-combo-t-shirts-pants-for-men-stylish-matching-sets-easy-to-use-and-maintain-comfortable-t-shirts-and-pants-ensembles-i300166679.html
201910286,201910286_BD-1149438393,"White And Black V Neck Full Sleeve Tshirt For Men - T Shirt For Man - T Shirt For Man - T Shirt - à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° - T Shirt",190.0,66.0,371,0,Dhaka,//www.daraz.com.bd/products/white-and-black-v-neck-full-sleeve-tshirt-for-men-t-shirt-for-man-t-shirt-for-man-t-shirt-t-shirt-i201910286.html
323337438,323337438_BD-1540296870,"Ladies Short Sleeve Cotton T-Shirt",154.0,62.0,24,0,Dhaka,//www.daraz.com.bd/products/-i323337438.html
344119704,344119704_BD-1678519981,"Men New Fashionable New Design Digital Printed Boys T-Shirt For Men - A Casual Round Neck Choice for Trendy Comfort",96.0,52.0,0,0,Dhaka,//www.daraz.com.bd/products/-i344119704.html
344001892,344001892_BD-1678249192,"Black Combo T-Shirts & Pants for Men",290.0,42.0,0,0,Dhaka,//www.daraz.com.bd/products/-i344001892.html
323073532,323073532_BD-1534069065,"MEN'S COTTON T-SHIRT WEED EGGO FRIENDLY BLACK VERSION",342.0,30.0,6,0,Dhaka,//www.daraz.com.bd/products/eggo-i323073532.html
323496983,323496983_BD-1541189633,"Best Quality Casual T-shirt's for men",89.0,56.0,14,0,Dhaka,//www.daraz.com.bd/products/-i323496983.html
325174149,325174149_BD-1559472352,"Navy Blue Premium Quality Full Sleeve T-Shirt for Men - Round Neck Ideal for All Seasons",211.0,65.0,65,0,Dhaka,//www.daraz.com.bd/products/navy-blue-premium-quality-full-sleeve-t-shirt-for-men-round-neck-ideal-for-all-seasons-i325174149.html
383988466,383988466_BD-1921540258,"Off on Branded Half Sleeve T-shirt for Men | ID: 20942463918",89.0,55.0,17,0,Dhaka,//www.daraz.com.bd/products/20942463918-i383988466.html
253823374,253823374_BD-1199525137,"Anime T-shirt Jujutsu Kaisen Gojo Black Cotton Tshirt Satoru Gojo BACK AND FRONT Fashion 2 Side Premium Quality Men",380.0,0.0,844,0,Dhaka,//www.daraz.com.bd/products/jujutsu-kaisen-gojo-satoru-gojo-2-i253823374.html
387945935,387945935_BD-1934977011,"Nosto Chatro most premium Black color Drop ShoulderÂ t-shirt!",450.0,55.0,0,0,Dhaka,//www.daraz.com.bd/products/nosto-chatro-i387945935.html
347630174,347630174_BD-1700430673,"Black All print Summer Combo T-Shirt & Pant for Boy",280.0,49.0,19,0,Dhaka,//www.daraz.com.bd/products/-i347630174.html
324223230,324223230_BD-1552094885,"Black Combo Set Half Sleeve T-Shirt & Quarter Pant For Men - T Shirt & Summer Pant For Boys",276.0,45.0,28,0,Dhaka,//www.daraz.com.bd/products/-i324223230.html
231674151,231674151_BD-1174797254,"White Printed Summer Combo T-Shirt & Pant for Men - Elevate Your Summer Style with This Trendy Combo - Perfect For All Season",399.0,27.0,1800,0,Dhaka,//www.daraz.com.bd/products/white-printed-summer-combo-t-shirt-pant-for-men-elevate-your-summer-style-with-this-trendy-combo-perfect-for-all-season-i231674151.html
347647083,347647083_BD-1700635104,"Summer White Printed Combo Set Half Sleeve T-Shirt & Quarter Pant For Men - T Shirt & Pant For Boys",375.0,37.0,156,0,Dhaka,//www.daraz.com.bd/products/-i347647083.html
337952568,337952568_BD-1650031443,"Superlative Versatile -Choice and Remark -High Quality T-shirt & 2 Quarter Pants For Man - T Shirt - T Shirt For Man",287.0,18.0,70,0,Dhaka,//www.daraz.com.bd/products/2-i337952568.html
283547110,283547110_BD-2049506784,"Ladies Long Sleeve Crop Top - T Shirt For Women",199.0,50.0,184,0,Dhaka,//www.daraz.com.bd/products/ladies-long-sleeve-crop-top-t-shirt-for-women-i283547110.html
324577821,324577821_BD-1553391362,"Black full  Sleeve T Shirt For Men - T Shirt",240.0,47.0,0,0,Dhaka,//www.daraz.com.bd/products/-i324577821.html
321279293,321279293_BD-2017179715,"T-gallery Casual T-Shirts Half Sleeve",70.0,30.0,6,0,Dhaka,//www.daraz.com.bd/products/-i321279293.html
191924239,191924239_BD-1138829212,"High Quality Black Cotton T-shirt & 2 Quarter Pants For Man - T Shirt For Man - T Shirt For Man",249.0,55.0,5700,0,Dhaka,//www.daraz.com.bd/products/high-quality-black-cotton-t-shirt-2-quarter-pants-for-man-t-shirt-for-man-t-shirt-for-man-i191924239.html
382628861,382628861_BD-1916018851,"Premium Quality - Exclusive Jersy half Sleeve T Shirt For Men - T Shirt - Modern - Choice Expression - Designed - Urban Vibes",99.0,50.0,16,0,Dhaka,//www.daraz.com.bd/products/-i382628861.html
323458799,323458799_BD-1541087679,"Antik Mahmud Inverse Tshirt Black and White",575.0,4.0,129,0,Dhaka,//www.daraz.com.bd/products/-i323458799.html
295937850,295937850_BD-1309329002,"Half Sleeve Chinese Microfiber T-Shirts for Men - A Round Neck Casual and Comfortable Choice for All Seasons - Perfect Casual Wear",89.0,55.0,75,0,Dhaka,//www.daraz.com.bd/products/half-sleeve-chinese-microfiber-t-shirts-for-men-a-round-neck-casual-and-comfortable-choice-for-all-seasons-perfect-casual-wear-i295937850.html
280864025,280864025_BD-1268127736,"Chainsaw Man Denji T-Shirt Black Cotton Large Printed T-shirt Anime T-shirt Comfortable Tees For Anime Fans Denji Chainsaw Man T-shirt Fashion",500.0,0.0,330,0,Dhaka,//www.daraz.com.bd/products/chainsaw-man-denji-t-shirt-black-cotton-large-printed-t-shirt-anime-t-shirt-comfortable-tees-for-anime-fans-denji-chainsaw-man-t-shirt-fashion-i280864025.html
337140908,337140908_BD-1643982646,"MEN'S COTTON T-SHIRT  MayaBi",358.0,24.0,35,0,Dhaka,//www.daraz.com.bd/products/-i337140908.html
313379339,313379339_BD-1405087534,"Mens Cotton T-shirt Ami Banglai Gan Gai",358.0,38.0,0,0,Dhaka,//www.daraz.com.bd/products/mens-cotton-t-shirt-pinkf-t-shirt-i313379339.html
343566972,343566972_BD-1675241616,"Relex New Comfortable casual T-shirt for men",85.0,60.0,15,0,Dhaka,//www.daraz.com.bd/products/-i343566972.html
326224434,326224434_BD-1573090186,"Best Quality Casual T-shirt's for men",79.0,61.0,7,0,Dhaka,//www.daraz.com.bd/products/-i326224434.html
320109198,320109198_BD-1477752907,"Half Sleeve Chinese Microfibre printed Tshirts for Women",99.0,51.0,141,0,Dhaka,//www.daraz.com.bd/products/-i320109198.html
204848027,204848027_BD-1152994611,"Premium and Export Men's COTTON Half Sleeve T-shirt with Pure Comfort and sporty - T Shirt For Man - T Shirt For Man",457.0,43.0,62,0,Dhaka,//www.daraz.com.bd/products/-i204848027.html
340380443,340380443_BD-1668065569,"New T shirt - Fabric soft and comfortable to wear",96.0,49.0,0,0,Dhaka,//www.daraz.com.bd/products/-i340380443.html
325989691,325989691_BD-1570192539,"Best Quality Casual T-shirt's for men",79.0,61.0,23,0,Dhaka,//www.daraz.com.bd/products/-i325989691.html
268823796,268823796_BD-1240896019,"Folk'S Premium Men'S Blank T-Shirt - Dark Blue Color - Genji",690.0,0.0,0,0,Dhaka,//www.daraz.com.bd/products/folks-premium-mens-blank-t-shirt-dark-blue-color-genji-i268823796.html
230449938,230449938_BD-1173884147,"High Quality Black Cotton T-shirt & 2 Quarter Pants For Man - T-Shirt - T Shirt For Man - T Shirt - T Shirt For Man",251.0,69.0,504,0,Dhaka,//www.daraz.com.bd/products/high-quality-black-cotton-t-shirt-2-quarter-pants-for-man-t-shirt-t-shirt-for-man-t-shirt-t-shirt-for-man-i230449938.html
351466472,351466472_BD-1723767856,"pera nai half Sleep T-shirt For Men,stylish premium T-Shirt for Men's",96.0,49.0,9,0,Dhaka,//www.daraz.com.bd/products/-i351466472.html
320978606,320978606_BD-1487015212,"New Casual T Shirt For Men/T Shirt For Men/ Mens T Shirt/ Genji",95.0,50.0,21,0,Dhaka,//www.daraz.com.bd/products/-i320978606.html
230349223,230349223_BD-1173776308,"Floral Alphabet Letters A To Z White Color T-Shirt For Men'S - T Shirt For Man",125.0,52.0,3600,0,Dhaka,//www.daraz.com.bd/products/a-z-i230349223.html
299440138,299440138_BD-1329936001,"Combo T-Shirt & trouser Pant For Man-Black T-shirt and Pant for men",437.0,27.0,5600,0,Dhaka,//www.daraz.com.bd/products/combo-t-shirt-trouser-pant-for-man-black-t-shirt-and-pant-for-men-i299440138.html
351834809,351834809_BD-1727051681,"SMUG Premium Contrast T-shirt COMBO - Fabric soft and comfortable - Deep Green, Black",568.0,53.0,89,0,Dhaka,//www.daraz.com.bd/products/smug-i351834809.html
269117775,269117775_BD-1241104518,"Brawl stars Half Sleeve Round Neck Comfortable 100% premium cotton t-shirts - T Shirt For Man - T Shirt For Man - T Shirt For Man - T Shirt",265.0,45.0,17,0,Barishal,//www.daraz.com.bd/products/brawl-stars-half-sleeve-round-neck-comfortable-100-premium-cotton-t-shirts-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-t-shirt-i269117775.html
217077681,217077681_BD-1165195060,"T Shape Stylish Full Hata Tshirt - Genji - T Shirt For Man",125.0,43.0,1300,0,Dhaka,//www.daraz.com.bd/products/t-shape-stylish-full-hata-tshirt-genji-t-shirt-for-man-i217077681.html
405378243,405378243_BD-2009653891,"tylish Unisex White And Ash Color Tshirts - Tshirt For Men",99.0,50.0,11,0,Dhaka,//www.daraz.com.bd/products/-i405378243.html
192044601,192044601_BD-1138892422,"White printed Exclusive Summer Combo T-Shirt & Pant - T Shirt For Man",243.0,56.0,18600,0,Dhaka,//www.daraz.com.bd/products/white-printed-exclusive-summer-combo-t-shirt-pant-t-shirt-for-man-i192044601.html
107652833,107652833_BD-1022894863,"Alan Walker White T-Shirt - T Shirt For Man - T Shirt For Man - T Sirt - T Shirt",143.0,72.0,156,0,Dhaka,//www.daraz.com.bd/products/-i107652833.html
313813954,313813954_BD-1407674794,"Best Quality Men's Casual T-shirts - Half Sleeve Round Neck T Shirt For Men - Comfortable to Wear in Summer Season",89.0,70.0,333,0,Dhaka,//www.daraz.com.bd/products/best-quality-mens-casual-t-shirts-half-sleeve-round-neck-t-shirt-for-men-comfortable-to-wear-in-summer-season-i313813954.html
351504478,351504478_BD-1724222283,"Best Quality Casual Solid T-shirt for men- t shirt",90.0,77.0,9,0,Dhaka,//www.daraz.com.bd/products/-i351504478.html
162828490,162828490_BD-1135818502,"V-Neck Black Cotton Long Sleeve Tshirt For Men - T Shirt For Man - T Shirt For Man - T Shirt For Man",190.0,73.0,1200,0,Dhaka,//www.daraz.com.bd/products/v-neck-black-cotton-long-sleeve-tshirt-for-men-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-i162828490.html
136774774,136774774_BD-1175908000,"Indispensable -Quality And Durablity -Polyester & Cotton Short Sleeve T-Shirt for Men - Grey - T Shirt For Man- Innovative",157.0,21.0,7900,0,Dhaka,//www.daraz.com.bd/products/indispensable-quality-and-durablity-polyester-cotton-short-sleeve-t-shirt-for-men-grey-t-shirt-for-man-innovative-i136774774.html
347684999,347684999_BD-1701282583,"Blue And White Gradint T-shirt and 2 Quarter Pants for Man",280.0,49.0,5,0,Dhaka,//www.daraz.com.bd/products/2-i347684999.html
316546570,316546570_BD-1432754774,"Manfare'S Premium Quality Combed Cotton T-Shirt I Mf-500",427.0,22.0,187,0,Dhaka,//www.daraz.com.bd/products/manfares-i-mf-500-i316546570.html
320132083,320132083_BD-1477975693,"Half Sleeve Chinese Printed Microfibre Tshirts for Women and girls",99.0,51.0,649,0,Dhaka,//www.daraz.com.bd/products/-i320132083.html
337925703,337925703_BD-1649928727,"Exclusive High Quality T-shirt & 2 Quarter Pants For Man",247.0,29.0,83,0,Dhaka,//www.daraz.com.bd/products/2-i337925703.html
326437933,326437933_BD-1574364691,"Premium Quality Soft & Comfortable Mash Fabric Full Sleeve T-Shirt for Men",309.0,64.0,1500,0,Rajshahi,//www.daraz.com.bd/products/-i326437933.html
324583414,324583414_BD-1553397011,"White Poly-Cotton Full  Sleeve T Shirt For Men",198.0,62.0,128,0,Dhaka,//www.daraz.com.bd/products/-i324583414.html
226025693,226025693_BD-1170803879,"Cotton Sleeveless T Shirt for Men - Black",189.0,58.0,754,0,Dhaka,//www.daraz.com.bd/products/-i226025693.html
202440666,202440666_BD-1150036726,"White Printed Exclusive Summer Combo T-Shirt & Pant - T-Shirt - T Shirt For Man - T Shirt - T Shirt For Man",299.0,40.0,562,0,Dhaka,//www.daraz.com.bd/products/white-printed-exclusive-summer-combo-t-shirt-pant-t-shirt-t-shirt-for-man-t-shirt-t-shirt-for-man-i202440666.html
164126839,164126839_BD-1166428469,"Maroon Synthetic Full Sleeve Round Neck Casual T-Shirt For Men - Comfortable and Stylish Wear",220.0,56.0,506,0,Dhaka,//www.daraz.com.bd/products/maroon-synthetic-full-sleeve-round-neck-casual-t-shirt-for-men-comfortable-and-stylish-wear-i164126839.html
340383130,340383130_BD-1668078031,"Stylish Premium T-Shirt For Men - soft and comfortable wear",96.0,49.0,0,0,Dhaka,//www.daraz.com.bd/products/-i340383130.html
323941454,323941454_BD-1546645179,"Anime T-shirt, Naruto, Akasuki  T-shirt, logo on side , Jersey fabric mix t- shirt, regular half sleeve",124.0,38.0,685,0,Dhaka,//www.daraz.com.bd/products/naruto-akasuki-i323941454.html
313670937,313670937_BD-1463947089,"Printed Half Sleeve Men's T-Shirt & Full Pant Set - Fashionable Men's Lounge Wear",513.0,55.0,2200,0,Dhaka,//www.daraz.com.bd/products/-i313670937.html
345866234,345866234_BD-1692365764,"single  Premium Quality - stylish new T Shirt - Casual T Shirt For Men // T Shirt",96.0,46.0,8,0,Dhaka,//www.daraz.com.bd/products/-i345866234.html
324338171,324338171_BD-1552420876,"MEN'S COTTON T-SHIRT  ASHES DANGER",341.0,30.0,78,0,Dhaka,//www.daraz.com.bd/products/-i324338171.html
219386526,219386526_BD-1354789037,"Stylish Premium Quality Men's Multicolor Sports  T-shirt",348.0,65.0,558,0,Chattogram,//www.daraz.com.bd/products/-i219386526.html
323507145,323507145_BD-1541191423,"Best Quality Casual T-shirt's for men",89.0,56.0,21,0,Dhaka,//www.daraz.com.bd/products/-i323507145.html
343768995,343768995_BD-1676991379,"Trendsetter -Upscale Living -New T shirt -Febric soft and comfortable to wear - T Shirt",96.0,51.0,7,0,Dhaka,//www.daraz.com.bd/products/-i343768995.html
248762586,248762586_BD-1195025226,"Premium Plain T-Shirt for Man",86.0,52.0,37,0,Dhaka,//www.daraz.com.bd/products/-i248762586.html
405156468,405156468_BD-2008800608,"science New Desing Soft & Comfortable T-shirt For Men-T-shirt",96.0,52.0,5,0,Dhaka,//www.daraz.com.bd/products/-i405156468.html
328781220,328781220_BD-1603954341,"Halfsleeve Chines microfibre jercy thin printed tshirt for women and girls",98.0,61.0,2400,0,Dhaka,//www.daraz.com.bd/products/-i328781220.html
275022462,275022462_BD-1252261124,"Islamic Casual T-Shirt for Men - Modest Fashion with a Contemporary Twist - Perfect for Daily Wear",88.0,65.0,342,0,Dhaka,//www.daraz.com.bd/products/islamic-casual-t-shirt-for-men-modest-fashion-with-a-contemporary-twist-perfect-for-daily-wear-i275022462.html
342695292,342695292_BD-1672488522,"Mens New VL Fashionable New Desing Digital printed T-shirt For Men",89.0,55.0,82,0,Dhaka,//www.daraz.com.bd/products/-i342695292.html
202234624,202234624_BD-1149839279,"Black Printed Exclusive Summer Combo T-Shirt & Pant",298.0,0.0,8900,0,Dhaka,//www.daraz.com.bd/products/-i202234624.html
314170931,314170931_BD-1410553028,"Splendid Trendsetter -Upscale Living -New Fashion Ladies Short Sleeve T-Shirt High Quality- Black Kitty- Inventive Choice",180.0,60.0,204,0,Dhaka,//www.daraz.com.bd/products/splendid-trendsetter-upscale-living-new-fashion-ladies-short-sleeve-t-shirt-high-quality-black-kitty-inventive-choice-i314170931.html
280392093,280392093_BD-1266386572,"Always Smile Half Sleeve T Shirt For Man/ T Shirt For Men/ New T Shirt",92.0,54.0,8,0,Dhaka,//www.daraz.com.bd/products/-i280392093.html
209757680,209757680_BD-1160045700,"Full Sleeve T-Shirt for Men - Very Comfortable to Wear for All Seasons",325.0,62.0,1500,0,Dhaka,//www.daraz.com.bd/products/-i209757680.html
133216575,133216575_BD-1054796255,"Cotton Short Sleeves T-Shirt For Women - T Shirt For Women",255.0,65.0,1900,0,Dhaka,//www.daraz.com.bd/products/-i133216575.html
307712761,307712761_BD-1380535067,"Splendid Indispensable -Quality And Durablity -Drop Shoulder Premium Half Sleeve T-Shirt For Men - Polo T Shirt- Innovative",199.0,60.0,1400,0,Dhaka,//www.daraz.com.bd/products/splendid-indispensable-quality-and-durablity-drop-shoulder-premium-half-sleeve-t-shirt-for-men-polo-t-shirt-innovative-i307712761.html
291472308,291472308_BD-1549912856,"Cocacola Export Quality T-Shirt Fabric Soft And Comfortable",300.0,0.0,60,0,Dhaka,//www.daraz.com.bd/products/cocacola-export-quality-t-shirt-fabric-soft-and-comfortable-i291472308.html
384129470,384129470_BD-1921771637,"Premium Quality - New T shirt -Febric soft and comfortable to wear - T Shirt - T Shirt For Man - Couture - High-end - Iconic Style",99.0,50.0,13,0,Dhaka,//www.daraz.com.bd/products/-i384129470.html
339057675,339057675_BD-1660637540,"Custom Experience - yellow Brand New Model Tshirt For Men In Bangladesh - T Shirt For Man - Couture - High-end - Designed - Urban Vibes",96.0,52.0,9,0,Dhaka,//www.daraz.com.bd/products/-i339057675.html
301090902,301090902_BD-1337856827,"Elevate Your Style with Black Cotton Combo T-Shirt & Pant Set for Men - Stylish T-Shirt and 2 Quarter Pant Ensemble",244.0,39.0,970,0,Dhaka,//www.daraz.com.bd/products/elevate-your-style-with-black-cotton-combo-t-shirt-pant-set-for-men-stylish-t-shirt-and-2-quarter-pant-ensemble-i301090902.html
363804028,363804028_BD-1798887840,"Step into Simplicity with Texpark Solid T-Shirt - A Classic Choice for All Seasons - Offering Timeless Style and Comfort",90.0,64.0,12,0,Dhaka,//www.daraz.com.bd/products/-i363804028.html
162838691,162838691_BD-1641420624,"Quicksilver Cotton Long Sleeve T-shirt  for Men",195.0,51.0,13600,0,Dhaka,//www.daraz.com.bd/products/quicksilver-cotton-long-sleeve-t-shirt-for-men-i162838691.html
406514194,406514194_BD-2016354495,"Ami Amar moto Buy Men's T-shirts Online at Bangladesh's Best Fashion Store",99.0,50.0,5,0,Dhaka,//www.daraz.com.bd/products/ami-amar-moto-i406514194.html
311197883,311197883_BD-1396358449,"Fashion Tops Ladies Short Sleeve Casual Girl's Print Cotton&Polyester new T-Shirt For women",112.0,63.0,640,0,Dhaka,//www.daraz.com.bd/products/-i311197883.html
313519638,313519638_BD-1405628711,"Top Trendy Fashion 2023 New Jersi High Quality Half Sleeve T-Shirt For Men",160.0,71.0,95,0,Dhaka,//www.daraz.com.bd/products/2023-i313519638.html
171082256,171082256_BD-1135218165,"Minimalist Elegance Small Hand Black T-shirt- Durable and Easy to Maintain - Shirt by Icon Fashion BDElevate Your Everyday Style",190.0,46.0,6500,0,Dhaka,//www.daraz.com.bd/products/minimalist-elegance-small-hand-black-t-shirt-durable-and-easy-to-maintain-shirt-by-icon-fashion-bdelevate-your-everyday-style-i171082256.html
361180408,361180408_BD-1783975259,"T-SHIRT FOR MEN",96.0,52.0,76,0,Dhaka,//www.daraz.com.bd/products/-i361180408.html
342874326,342874326_BD-2119123171,"Combo Pack - of 6 Short Sleeve -Indispensable -Quality And Durablity - Casual T-Shirt For Men - Innovative Qualityful - Easy To care and Longive",450.0,36.0,170,0,Dhaka,//www.daraz.com.bd/products/6-i342874326.html
275180314,275180314_BD-1252682534,"Black Full Sleeve Cotton T Shirt For Men - T Shirt For Man - T Shirt",213.0,57.0,311,0,Dhaka,//www.daraz.com.bd/products/black-full-sleeve-cotton-t-shirt-for-men-t-shirt-for-man-t-shirt-i275180314.html
140028160,140028160_BD-1063354692,"Bangladesh Patriotic T-Shirt - T Shirt For Man - T Shirt  - T Sirt",271.0,51.0,28,0,Dhaka,//www.daraz.com.bd/products/bangladesh-patriotic-t-shirt-t-shirt-for-man-t-shirt-t-sirt-i140028160.html
183479573,183479573_BD-1127837613,"Leebas Cotton Graphic Halfsleeve Tshirt for Men -MB57  - T Shirt For Man",295.0,30.0,1800,0,Dhaka,//www.daraz.com.bd/products/leebas-cotton-graphic-halfsleeve-tshirt-for-men-mb57-t-shirt-for-man-i183479573.html
302769048,302769048_BD-1347513582,"Black Printed Summer Combo T-Shirt & Pant for Men - T Shirt - Experience Comfort - Round Neck - Perfect Casual Wear - All Season",299.0,29.0,436,0,Dhaka,//www.daraz.com.bd/products/-i302769048.html
323497106,323497106_BD-1541164532,"Best Quality Casual T-shirt's for men",89.0,56.0,15,0,Dhaka,//www.daraz.com.bd/products/-i323497106.html
315440617,315440617_BD-1425565170,"Mood OFF Printed T-Shirt for Men - Express Your Feelings with Casual Comfort",99.0,50.0,720,0,Dhaka,//www.daraz.com.bd/products/mood-off-printed-t-shirt-for-men-express-your-feelings-with-casual-comfort-i315440617.html
406375450,406375450_BD-2016200443,"Tshirt dizin top tee New Exclusive Short Sleeve Tshirt For Men Buy Online At Best Prices In Bangladesh - Genji",96.0,52.0,35,0,Dhaka,//www.daraz.com.bd/products/-i406375450.html
342822618,342822618_BD-1672756890,"Comfortable casual T-shirt for men",115.0,45.0,23,0,Dhaka,//www.daraz.com.bd/products/-i342822618.html
367024508,367024508_BD-1829432170,"Solid Colour T-Shirt For Man",148.0,41.0,69,0,Dhaka,//www.daraz.com.bd/products/-i367024508.html
342650643,342650643_BD-1672449714,"New Stylish Casual T-Shirt for men",95.0,52.0,126,0,Dhaka,//www.daraz.com.bd/products/-i342650643.html
336583376,336583376_BD-1639206257,"CM Punk Exclusive WWE Black Cotton T-shirt For Men",258.0,19.0,35,0,Khulna,//www.daraz.com.bd/products/cm-punk-exclusive-wwe-black-cotton-t-shirt-for-men-i336583376.html
192043710,192043710_BD-1138897170,"White Printed Exclusive Summer Combo T-Shirt & Pant - Genji - T Shirt For Man - T Shirt For Man - T Shirt For Man - T Shirt",225.0,59.0,2400,0,Dhaka,//www.daraz.com.bd/products/white-printed-exclusive-summer-combo-t-shirt-pant-genji-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-t-shirt-i192043710.html
326994801,326994801_BD-1588769363,"Antik Mahmud Inverse Tshirt Black and White",562.0,6.0,72,0,Dhaka,//www.daraz.com.bd/products/-i326994801.html
342867808,342867808_BD-1672829929,"Summer Stylist T-Shirt - Tshirt For Men - T Shirt For Man - T Shirt For Man - T Shirt - T Shirt For Man - T Shirt",115.0,42.0,31,0,Dhaka,//www.daraz.com.bd/products/-i342867808.html
213614400,213614400_BD-1162830565,"Multicolor Jp Cotton Short Sleeve T-Shirt For Men",139.0,44.0,763,0,Dhaka,//www.daraz.com.bd/products/-i213614400.html
364104424,364104424_BD-1803277305,"Summer Grey Combo Set Half Sleeve T-Shirt & Quarter Pant For Men - T Shirt & Pant For Boys",371.0,38.0,21,0,Dhaka,//www.daraz.com.bd/products/-i364104424.html
412586420,412586420_BD-2040458036,"shadin Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt",92.0,47.0,19,0,Dhaka,//www.daraz.com.bd/products/-i412586420.html
346212874,346212874_BD-1694267638,"White Cotton Combo T-Shirt & trouser Pant For Man",383.0,52.0,35,0,Dhaka,//www.daraz.com.bd/products/-i346212874.html
397375368,397375368_BD-1972079394,"Just Kidding Printed Casual T-Shirt for Men - Showcase Unique Style in Your Casual and Stylish Fashion",99.0,45.0,384,0,Dhaka,//www.daraz.com.bd/products/-i397375368.html
343510844,343510844_BD-1675197153,"Best Quality Casual Smile T-Shirt For Men - T Shirt For Man",96.0,52.0,147,0,Dhaka,//www.daraz.com.bd/products/-i343510844.html
346218353,346218353_BD-1694244800,"Black T-Shirt And 2 Quarter Pant For Men",257.0,36.0,92,0,Dhaka,//www.daraz.com.bd/products/2-i346218353.html
220513732,220513732_BD-1353517361,"Premium Quality Basic Round Neck Special T-Shirt 4 Pcs Combo Pack. - T Shirt For Man - T Shirt For Man - T Shirt For Man",599.0,54.0,468,0,Rajshahi,//www.daraz.com.bd/products/premium-quality-basic-round-neck-special-t-shirt-4-pcs-combo-pack-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-i220513732.html
306876555,306876555_BD-1948834040,"Explore the Exclusive Collection T-Shirt and Full Pant For Men - Perfect Casual Wear Suitable for All Seasons - Offering Comfort and Style in Every Outfit",550.0,42.0,413,0,Dhaka,//www.daraz.com.bd/products/-i306876555.html
323025248,323025248_BD-1533042846,"MEN'S COTTON T-SHIRT WEED ROLL",344.0,28.0,510,0,Dhaka,//www.daraz.com.bd/products/-i323025248.html
324218410,324218410_BD-1552120222,"Mood 5 printed CASUAL T Shirt For Men",99.0,34.0,453,0,Dhaka,//www.daraz.com.bd/products/5-i324218410.html
302185167,302185167_BD-1344049621,"Ladies Short Sleeve cotton T-Shirt",189.0,24.0,32,0,Dhaka,//www.daraz.com.bd/products/-i302185167.html
320176407,320176407_BD-1478574335,"Half Sleeve Chinese Printed Microfibre Tshirts for Women and girls",89.0,56.0,102,0,Dhaka,//www.daraz.com.bd/products/-i320176407.html
324579713,324579713_BD-1553392193,"White  full  Sleeve T Shirt For Men - T Shirt",250.0,44.0,7,0,Dhaka,//www.daraz.com.bd/products/-i324579713.html
225828897,225828897_BD-1170749569,"Floral Alphabet Letters J T-Shirt - T Shirt For Man",125.0,52.0,33,0,Dhaka,//www.daraz.com.bd/products/floral-alphabet-letters-j-t-shirt-t-shirt-for-man-i225828897.html
267367074,267367074_BD-1239236610,"BLACK COLOUR COTTON EXPORT QUALITY SMART LONG SLEEVE T- SHART FOF MEN,",165.0,34.0,28,0,Dhaka,//www.daraz.com.bd/products/-i267367074.html
340380067,340380067_BD-1668024546,"Men's T-Shirts Online: Buy T-Shirts For Men In Bangladesh â€“ Tshirt",96.0,52.0,0,0,Dhaka,//www.daraz.com.bd/products/-i340380067.html
344324133,344324133_BD-1680315644,"Black Colour Half Sleeve T-Shirt for Men",140.0,44.0,14,0,Dhaka,//www.daraz.com.bd/products/-i344324133.html
